TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"8812647","Pokemon","SV: White Flare","Vanillish","","028/086","Common","Near Mint","0.11","0.07","1.3200","0.0100","2","0","0.1500",""
"8812637","Pokemon","SV: White Flare","Vanillite","","027/086","Common","Near Mint","0.07","0.04","1.3200","0.0100","3","0","0.1500",""
"8812642","Pokemon","SV: White Flare","Vanillite","","027/086","Common","Near Mint Reverse Holofoil","0.15","0.10","1.3200","0.0100","1","0","0.1500",""
"8812657","Pokemon","SV: White Flare","Vanilluxe","","029/086","Uncommon","Near Mint","0.07","0.05","1.3200","0.0100","3","0","0.1500",""
"8815572","Pokemon","SV: White Flare","Vullaby","","063/086","Common","Near Mint","0.07","0.05","1.3200","0.0100","2","0","0.1500",""
"8813092","Pokemon","SV: White Flare","Watchog","","073/086","Uncommon","Near Mint","0.07","0.05","1.3200","0.0100","5","0","0.1500",""
"8813097","Pokemon","SV: White Flare","Watchog","","073/086","Uncommon","Near Mint Reverse Holofoil","0.18","","1.3800","0.0700","0","0","0.1500",""
"8812457","Pokemon","SV: White Flare","Whimsicott ex","","005/086","Double Rare","Near Mint Holofoil","0.48","0.48","1.4400","0.1300","0","0","0.1900",""
"8812722","Pokemon","SV: White Flare","Woobat","","036/086","Common","Near Mint","0.05","0.04","1.3200","0.0100","2","0","0.1500",""
"8812752","Pokemon","SV: White Flare","Yamask","","039/086","Common","Near Mint","0.05","0.04","1.3200","0.0100","6","0","0.1500",""
"8812682","Pokemon","SV: White Flare","Zebstrika","","032/086","Uncommon","Near Mint","0.13","0.07","1.3200","0.0100","1","0","0.1500",""
"8812687","Pokemon","SV: White Flare","Zebstrika","","032/086","Uncommon","Near Mint Reverse Holofoil","0.23","0.19","1.3600","0.0500","0","0","0.1500",""
"8812967","Pokemon","SV: White Flare","Zorua","","061/086","Common","Near Mint","0.09","0.04","1.3200","0.0100","5","0","0.1500",""
"8812997","Pokemon","SV: White Flare","Zweilous","","066/086","Common","Near Mint","0.07","0.05","1.3200","0.0100","3","0","0.1500",""
"8813002","Pokemon","SV: White Flare","Zweilous","","066/086","Common","Near Mint Reverse Holofoil","0.18","0.09","1.3300","0.0200","2","0","0.1500",""
"7025636","Pokemon","SV01: Scarlet & Violet Base Set","Arven - 166/198","","166/198","Uncommon","Near Mint","0.32","","1.3900","0.0800","0","0","0.1500",""
"7025651","Pokemon","SV01: Scarlet & Violet Base Set","Beach Court","","167/198","Uncommon","Near Mint Reverse Holofoil","0.16","0.17","1.3600","0.0500","0","0","0.1500",""
"7025365","Pokemon","SV01: Scarlet & Violet Base Set","Blissey","","145/198","Uncommon","Near Mint Reverse Holofoil","0.19","","1.3800","0.0700","0","0","0.1500",""
"7045051","Pokemon","SV01: Scarlet & Violet Base Set","Breloom","","004/198","Uncommon","Near Mint","0.07","0.04","1.3200","0.0100","1","0","0.1500",""
"7026641","Pokemon","SV01: Scarlet & Violet Base Set","Charcadet - 039/198","","039/198","Common","Near Mint Reverse Holofoil","0.18","","1.4300","0.1200","0","0","0.1500",""
"7026696","Pokemon","SV01: Scarlet & Violet Base Set","Clawitzer","","050/198","Common","Near Mint Reverse Holofoil","0.09","","1.3500","0.0400","1","0","0.1500",""
"7020405","Pokemon","SV01: Scarlet & Violet Base Set","Dedenne - 095/198","","095/198","Common","Near Mint Reverse Holofoil","0.21","","1.4600","0.1500","0","0","0.1500",""
"7045156","Pokemon","SV01: Scarlet & Violet Base Set","Energy Search","","172/198","Common","Near Mint Reverse Holofoil","0.22","0.13","1.3600","0.0500","0","0","0.1500",""
"7024952","Pokemon","SV01: Scarlet & Violet Base Set","Espathra","","103/198","Uncommon","Near Mint","0.08","0.05","1.3200","0.0100","0","0","0.1500",""
"7025576","Pokemon","SV01: Scarlet & Violet Base Set","Flamigo","","165/198","Uncommon","Near Mint","0.07","0.03","1.3200","0.0100","1","0","0.1500",""
"7026506","Pokemon","SV01: Scarlet & Violet Base Set","Floragato","","014/198","Uncommon","Near Mint Reverse Holofoil","0.23","","1.4700","0.1600","0","0","0.1600",""
"7026611","Pokemon","SV01: Scarlet & Violet Base Set","Growlithe - 030/198","","030/198","Common","Near Mint Reverse Holofoil","0.14","0.09","1.3600","0.0500","1","0","0.1500",""
"7024233","Pokemon","SV01: Scarlet & Violet Base Set","Heracross","","002/198","Uncommon","Near Mint","0.06","","1.3200","0.0100","2","0","0.1500",""
"7026046","Pokemon","SV01: Scarlet & Violet Base Set","Heracross","","002/198","Uncommon","Near Mint Reverse Holofoil","0.18","","1.4600","0.1500","0","0","0.1500",""
"7024762","Pokemon","SV01: Scarlet & Violet Base Set","Kilowattrel","","079/198","Uncommon","Near Mint","0.07","0.01","1.3200","0.0100","1","0","0.1500",""
"7026856","Pokemon","SV01: Scarlet & Violet Base Set","Kirlia - 085/198","","085/198","Common","Near Mint Reverse Holofoil","0.18","","1.3600","0.0500","1","0","0.1500",""
"7025133","Pokemon","SV01: Scarlet & Violet Base Set","Krookodile","","117/198","Uncommon","Near Mint","0.09","","1.3300","0.0200","0","0","0.1500",""
"7018631","Pokemon","SV01: Scarlet & Violet Base Set","Magnezone ex - 065/198","","065/198","Double Rare","Near Mint Holofoil","0.63","0.97","1.5600","0.2500","0","0","0.2500",""
"7026511","Pokemon","SV01: Scarlet & Violet Base Set","Meowscarada - 015/198","","015/198","Rare","Near Mint Reverse Holofoil","0.20","","1.3600","0.0500","1","0","0.1500",""
"7025506","Pokemon","SV01: Scarlet & Violet Base Set","Oinkologne","","157/198","Uncommon","Near Mint","0.09","0.05","1.3200","0.0100","1","0","0.1500",""
"7025836","Pokemon","SV01: Scarlet & Violet Base Set","Pokegear 3.0","","186/198","Common","Near Mint Reverse Holofoil","0.39","0.31","1.5100","0.2000","0","0","0.2500",""
"6909886","Pokemon","SV01: Scarlet & Violet Base Set","Professor's Research - 189/198","","189/198","Rare","Near Mint Holofoil","0.13","0.06","1.3200","0.0100","0","0","0.1500",""
"7026711","Pokemon","SV01: Scarlet & Violet Base Set","Quaquaval","","054/198","Rare","Near Mint Reverse Holofoil","0.21","0.18","1.4400","0.1300","0","0","0.1500",""
"7024802","Pokemon","SV01: Scarlet & Violet Base Set","Ralts - 084/198","","084/198","Common","Near Mint","0.08","0.05","1.3200","0.0100","1","0","0.1500",""
"6910160","Pokemon","SV01: Scarlet & Violet Base Set","Rock Chestplate","","192/198","Uncommon","Near Mint Reverse Holofoil","0.21","","1.4100","0.1000","0","0","0.1500",""
"7025113","Pokemon","SV01: Scarlet & Violet Base Set","Sandile - 115/198","","115/198","Common","Near Mint","0.08","0.01","1.3200","0.0100","1","0","0.1500",""
"7024268","Pokemon","SV01: Scarlet & Violet Base Set","Scatterbug","","008/198","Common","Near Mint","0.07","0.04","1.3200","0.0100","1","0","0.1500",""
"7026666","Pokemon","SV01: Scarlet & Violet Base Set","Slowbro","","043/198","Rare","Near Mint Reverse Holofoil","0.28","","1.4100","0.1000","0","0","0.1500",""
"7025561","Pokemon","SV01: Scarlet & Violet Base Set","Squawkabilly","","162/198","Common","Near Mint Reverse Holofoil","0.10","","1.3300","0.0200","1","0","0.1500",""
"7158868","Pokemon","SV02: Paldea Evolved","Artazon","","171/193","Uncommon","Near Mint","0.18","","1.3900","0.0800","0","0","0.1500",""
"7158963","Pokemon","SV02: Paldea Evolved","Super Rod - 188/193","","188/193","Common","Near Mint","0.30","0.29","1.4400","0.1300","0","0","0.1500",""
"7335935","Pokemon","SV03: Obsidian Flames","Team Star Grunt","","195/197","Uncommon","Near Mint Reverse Holofoil","0.26","0.21","1.4100","0.1000","0","0","0.1500",""
"7497383","Pokemon","SV04: Paradox Rift","Altaria ex - 253/182","","253/182","Special Illustration Rare","Near Mint Holofoil","40.84","45.85","41.9800","38.9900","0","0","37.9500",""
"7495517","Pokemon","SV04: Paradox Rift","Blitzle - 062/182","","062/182","Common","Near Mint","0.14","0.01","1.3200","0.0100","1","0","0.1500",""
"7494927","Pokemon","SV04: Paradox Rift","Bounsweet","","008/182","Common","Near Mint","0.08","0.05","1.3200","0.0100","1","0","0.1500",""
"7495182","Pokemon","SV04: Paradox Rift","Chi-Yu","","029/182","Rare","Near Mint Holofoil","0.14","","1.3900","0.0800","0","0","0.1500",""
"7495127","Pokemon","SV04: Paradox Rift","Crocalor","","024/182","Uncommon","Near Mint","0.08","","1.3200","0.0100","2","0","0.1500",""
"7496783","Pokemon","SV04: Paradox Rift","Cursed Duster","","161/182","Uncommon","Near Mint","0.08","0.04","1.3200","0.0100","1","0","0.1500",""
"7496513","Pokemon","SV04: Paradox Rift","Doublade - 133/182","","133/182","Common","Near Mint Reverse Holofoil","0.13","0.06","1.3500","0.0400","1","0","0.1500",""
"7496468","Pokemon","SV04: Paradox Rift","Durant","","129/182","Uncommon","Near Mint","0.07","0.01","1.3200","0.0100","0","0","0.1500",""
"7495242","Pokemon","SV04: Paradox Rift","Feebas","","035/182","Common","Near Mint","0.11","0.05","1.3200","0.0100","1","0","0.1500",""
"7495923","Pokemon","SV04: Paradox Rift","Flittle - 079/182","","079/182","Common","Near Mint Reverse Holofoil","0.12","0.05","1.3500","0.0400","1","0","0.1500",""
"7496173","Pokemon","SV04: Paradox Rift","Naclstack","","103/182","Common","Near Mint","0.08","0.02","1.3200","0.0100","1","0","0.1500",""
"7495232","Pokemon","SV04: Paradox Rift","Octillery","","034/182","Common","Near Mint","0.14","","1.3200","0.0100","1","0","0.1500",""
"7495297","Pokemon","SV04: Paradox Rift","Panpour","","041/182","Common","Near Mint","0.10","0.05","1.3200","0.0100","1","0","0.1500",""
"7496863","Pokemon","SV04: Paradox Rift","Parasol Lady","","169/182","Common","Near Mint","0.11","0.04","1.3200","0.0100","1","0","0.1500",""
"7495497","Pokemon","SV04: Paradox Rift","Plusle - 060/182","","060/182","Common","Near Mint","0.12","0.05","1.3200","0.0100","1","0","0.1500",""
"7496698","Pokemon","SV04: Paradox Rift","Swablu - 152/182","","152/182","Common","Near Mint","0.08","","1.3200","0.0100","1","0","0.1500",""
"7496963","Pokemon","SV04: Paradox Rift","Technical Machine: Turbo Energize","","179/182","Uncommon","Near Mint","0.15","","1.3500","0.0400","0","0","0.1500",""
"7495673","Pokemon","SV04: Paradox Rift","Toxel","","069/182","Common","Near Mint","0.11","0.01","1.3200","0.0100","1","0","0.1500",""
"7496983","Pokemon","SV04: Paradox Rift","Tulip","","181/182","Uncommon","Near Mint","0.26","0.10","1.3200","0.0100","0","0","0.1500",""
"7495427","Pokemon","SV04: Paradox Rift","Veluza - 054/182","","054/182","Uncommon","Near Mint","0.07","","1.3200","0.0100","2","0","0.1500",""
"7495417","Pokemon","SV04: Paradox Rift","Wugtrio","","053/182","Uncommon","Near Mint","0.10","","1.3200","0.0100","1","0","0.1500",""
"7805483","Pokemon","SV05: Temporal Forces","Ancient Booster Energy Capsule","","140/162","Uncommon","Near Mint","0.12","0.05","1.3200","0.0100","0","0","0.1500",""
"7806743","Pokemon","SV05: Temporal Forces","Beheeyem","","074/162","Uncommon","Near Mint","0.08","0.07","1.3200","0.0100","0","0","0.1500",""
"7807113","Pokemon","SV05: Temporal Forces","Beldum","","113/162","Common","Near Mint Reverse Holofoil","0.18","","1.3700","0.0600","1","0","0.1500",""
"7805533","Pokemon","SV05: Temporal Forces","Bianca's Devotion - 142/162","","142/162","Uncommon","Near Mint","0.10","0.05","1.3200","0.0100","0","0","0.1500",""
"7805543","Pokemon","SV05: Temporal Forces","Boxed Order","","143/162","Uncommon","Near Mint","0.09","0.05","1.3200","0.0100","1","0","0.1500",""
"7805548","Pokemon","SV05: Temporal Forces","Boxed Order","","143/162","Uncommon","Near Mint Reverse Holofoil","0.20","0.13","1.4000","0.0900","0","0","0.1500",""
"7806243","Pokemon","SV05: Temporal Forces","Brambleghast","","021/162","Rare","Near Mint Holofoil","0.08","0.05","1.3200","0.0100","0","0","0.1500",""
"7805778","Pokemon","SV05: Temporal Forces","Bramblin","","020/162","Common","Near Mint","0.07","0.04","1.3200","0.0100","1","0","0.1500",""
"7805508","Pokemon","SV05: Temporal Forces","Breloom","","007/162","Common","Near Mint Reverse Holofoil","0.16","0.10","1.3200","0.0100","0","0","0.1500",""
"7806683","Pokemon","SV05: Temporal Forces","Bronzor - 068/162","","068/162","Common","Near Mint","0.03","0.02","1.3200","0.0100","0","0","0.1500",""
"7805568","Pokemon","SV05: Temporal Forces","Buddy-Buddy Poffin","","144/162","Uncommon","Near Mint","0.21","0.07","1.3200","0.0100","0","0","0.1500",""
"7806433","Pokemon","SV05: Temporal Forces","Carvanha","","042/162","Common","Near Mint","0.06","0.01","1.3200","0.0100","3","0","0.1500",""
"7806558","Pokemon","SV05: Temporal Forces","Charjabug - 055/162","","055/162","Common","Near Mint","0.11","0.07","1.3200","0.0100","0","0","0.1500",""
"7807283","Pokemon","SV05: Temporal Forces","Chatot - 132/162","","132/162","Common","Near Mint","0.06","0.01","1.3200","0.0100","1","0","0.1500",""
"7807333","Pokemon","SV05: Temporal Forces","Cinccino - 137/162","","137/162","Uncommon","Near Mint","0.09","0.08","1.3200","0.0100","1","0","0.1500",""
"7805578","Pokemon","SV05: Temporal Forces","Ciphermaniac's Codebreaking - 145/162","","145/162","Uncommon","Near Mint","0.14","0.05","1.3200","0.0100","0","0","0.1500",""
"7806948","Pokemon","SV05: Temporal Forces","Coalossal","","095/162","Uncommon","Near Mint","0.07","0.07","1.3200","0.0100","1","0","0.1500",""
"7805688","Pokemon","SV05: Temporal Forces","Cottonee","","014/162","Common","Near Mint","0.07","0.01","1.3200","0.0100","0","0","0.1500",""
"7805758","Pokemon","SV05: Temporal Forces","Deerling - 016/162","","016/162","Common","Near Mint","0.10","0.07","1.3200","0.0100","1","0","0.1500",""
"7807273","Pokemon","SV05: Temporal Forces","Delcatty","","131/162","Uncommon","Near Mint","0.15","0.09","1.3200","0.0100","0","0","0.1500",""
"7807278","Pokemon","SV05: Temporal Forces","Delcatty","","131/162","Uncommon","Near Mint Reverse Holofoil","0.27","0.27","1.4100","0.1000","0","0","0.1500",""
"7806233","Pokemon","SV05: Temporal Forces","Dhelmise","","019/162","Uncommon","Near Mint","0.11","0.05","1.3200","0.0100","0","0","0.1500",""
"7806238","Pokemon","SV05: Temporal Forces","Dhelmise","","019/162","Uncommon","Near Mint Reverse Holofoil","0.15","0.10","1.3300","0.0200","1","0","0.1500",""
"7807343","Pokemon","SV05: Temporal Forces","Drampa - 138/162","","138/162","Rare","Near Mint Holofoil","0.15","0.05","1.3200","0.0100","0","0","0.1500",""
"7806848","Pokemon","SV05: Temporal Forces","Drilbur","","085/162","Common","Near Mint","0.11","0.05","1.3300","0.0200","0","0","0.1500",""
"7807253","Pokemon","SV05: Temporal Forces","Dudunsparce","","129/162","Rare","Near Mint Holofoil","0.29","0.18","1.4100","0.1000","0","0","0.1500",""
"7806713","Pokemon","SV05: Temporal Forces","Duosion","","071/162","Common","Near Mint","0.11","0.08","1.3200","0.0100","0","0","0.1500",""
"7806993","Pokemon","SV05: Temporal Forces","Ekans","","100/162","Common","Near Mint","0.06","0.03","1.3200","0.0100","2","0","0.1500",""
"7806538","Pokemon","SV05: Temporal Forces","Electabuzz","","053/162","Common","Near Mint","0.06","0.04","1.3200","0.0100","1","0","0.1500",""
"7806543","Pokemon","SV05: Temporal Forces","Electabuzz","","053/162","Common","Near Mint Reverse Holofoil","0.14","0.10","1.3600","0.0500","0","0","0.1500",""
"7806548","Pokemon","SV05: Temporal Forces","Electivire","","054/162","Uncommon","Near Mint","0.07","0.07","1.3200","0.0100","0","0","0.1500",""
"7805588","Pokemon","SV05: Temporal Forces","Eri - 146/162","","146/162","Uncommon","Near Mint","0.15","0.08","1.3200","0.0100","0","0","0.1500",""
"7805598","Pokemon","SV05: Temporal Forces","Explorer's Guidance - 147/162","","147/162","Uncommon","Near Mint","0.12","0.05","1.3200","0.0100","1","0","0.1500",""
"7806493","Pokemon","SV05: Temporal Forces","Finizen","","048/162","Common","Near Mint","0.11","0.07","1.3200","0.0100","0","0","0.1500",""
"7806498","Pokemon","SV05: Temporal Forces","Finizen","","048/162","Common","Near Mint Reverse Holofoil","0.17","0.10","1.3600","0.0500","1","0","0.1500",""
"7805613","Pokemon","SV05: Temporal Forces","Full Metal Lab","","148/162","Uncommon","Near Mint Reverse Holofoil","0.29","0.25","1.4000","0.0900","0","0","0.1500",""
"7805618","Pokemon","SV05: Temporal Forces","Future Booster Energy Capsule","","149/162","Uncommon","Near Mint","0.04","0.03","1.3200","0.0100","0","0","0.1500",""
"7807013","Pokemon","SV05: Temporal Forces","Gastly - 102/162","","102/162","Common","Near Mint","0.12","0.03","1.3200","0.0100","1","0","0.1500",""
"7806663","Pokemon","SV05: Temporal Forces","Girafarig","","066/162","Common","Near Mint","0.07","0.07","1.3200","0.0100","0","0","0.1500",""
"7806958","Pokemon","SV05: Temporal Forces","Great Tusk - 096/162","","096/162","Uncommon","Near Mint","0.09","0.05","1.3200","0.0100","0","0","0.1500",""
"7806963","Pokemon","SV05: Temporal Forces","Great Tusk - 096/162","","096/162","Uncommon","Near Mint Reverse Holofoil","0.22","0.21","1.4100","0.1000","0","0","0.1500",""
"7806968","Pokemon","SV05: Temporal Forces","Great Tusk - 097/162","","097/162","Uncommon","Near Mint","0.11","0.04","1.3200","0.0100","0","0","0.1500",""
"7806228","Pokemon","SV05: Temporal Forces","Grubbin","","018/162","Common","Near Mint Reverse Holofoil","0.14","0.10","1.3500","0.0400","0","0","0.1500",""
"7805633","Pokemon","SV05: Temporal Forces","Hand Trimmer","","150/162","Uncommon","Near Mint","0.07","0.05","1.3200","0.0100","0","0","0.1500",""
"7807023","Pokemon","SV05: Temporal Forces","Haunter","","103/162","Common","Near Mint","0.16","0.10","1.3700","0.0600","0","0","0.1500",""
"7805643","Pokemon","SV05: Temporal Forces","Heavy Baton","","151/162","Uncommon","Near Mint","0.11","0.08","1.3200","0.0100","0","0","0.1500",""
"7806618","Pokemon","SV05: Temporal Forces","Iron Hands","","061/162","Uncommon","Near Mint Reverse Holofoil","0.17","0.09","1.3900","0.0800","0","0","0.1500",""
"7806278","Pokemon","SV05: Temporal Forces","Iron Leaves ex - 025/162","","025/162","Double Rare","Near Mint Holofoil","0.70","0.82","1.7600","0.4500","0","0","0.4500",""
"7806623","Pokemon","SV05: Temporal Forces","Iron Thorns","","062/162","Rare","Near Mint Holofoil","0.20","0.05","1.3200","0.0100","0","0","0.1500",""
"7807158","Pokemon","SV05: Temporal Forces","Iron Treads","","118/162","Uncommon","Near Mint","0.11","","1.3200","0.0100","0","0","0.1500",""
"7807163","Pokemon","SV05: Temporal Forces","Iron Treads","","118/162","Uncommon","Near Mint Reverse Holofoil","0.22","0.22","1.4100","0.1000","0","0","0.1500",""
"7806798","Pokemon","SV05: Temporal Forces","Iron Valiant - 079/162","","079/162","Uncommon","Near Mint Reverse Holofoil","0.20","0.12","1.3500","0.0400","0","0","0.1500",""
"7806803","Pokemon","SV05: Temporal Forces","Iron Valiant - 080/162","","080/162","Rare","Near Mint Holofoil","0.16","0.05","1.3200","0.0100","0","0","0.1500",""
"7806453","Pokemon","SV05: Temporal Forces","Keldeo","","044/162","Uncommon","Near Mint","0.10","0.04","1.3200","0.0100","0","0","0.1500",""
"7807178","Pokemon","SV05: Temporal Forces","Koraidon ex","","120/162","Double Rare","Near Mint Holofoil","0.68","1.00","1.8000","0.4900","0","0","0.3000",""
"7806673","Pokemon","SV05: Temporal Forces","Latias","","067/162","Uncommon","Near Mint","0.09","0.05","1.3200","0.0100","0","0","0.1500",""
"7807218","Pokemon","SV05: Temporal Forces","Lickilicky","","125/162","Common","Near Mint Reverse Holofoil","0.21","0.10","1.3600","0.0500","0","0","0.1500",""
"7807203","Pokemon","SV05: Temporal Forces","Lickitung - 124/162","","124/162","Common","Near Mint","0.12","0.04","1.3200","0.0100","0","0","0.1500",""
"7806643","Pokemon","SV05: Temporal Forces","Marill","","064/162","Common","Near Mint","0.08","0.03","1.3200","0.0100","0","0","0.1500",""
"7807098","Pokemon","SV05: Temporal Forces","Mawile","","112/162","Common","Near Mint","0.08","0.04","1.3200","0.0100","2","0","0.1500",""
"7806818","Pokemon","SV05: Temporal Forces","Meditite","","082/162","Common","Near Mint","0.04","0.01","1.3200","0.0100","0","0","0.1500",""
"7807048","Pokemon","SV05: Temporal Forces","Mightyena","","106/162","Common","Near Mint","0.10","","1.3300","0.0200","0","0","0.1500",""
"7807183","Pokemon","SV05: Temporal Forces","Miraidon","","121/162","Rare","Near Mint Holofoil","0.15","0.10","1.3200","0.0100","0","0","0.1500",""
"7805788","Pokemon","SV05: Temporal Forces","Mist Energy","","161/162","Uncommon","Near Mint","0.36","","1.5600","0.2500","0","0","0.2400",""
"7806638","Pokemon","SV05: Temporal Forces","Mr. Mime","","063/162","Common","Near Mint Reverse Holofoil","0.14","0.13","1.3300","0.0200","0","0","0.1500",""
"7806908","Pokemon","SV05: Temporal Forces","Mudbray","","091/162","Common","Near Mint","0.08","0.04","1.3200","0.0100","0","0","0.1500",""
"7805698","Pokemon","SV05: Temporal Forces","Perilous Jungle","","156/162","Uncommon","Near Mint","0.11","0.09","1.3200","0.0100","0","0","0.1500",""
"7807293","Pokemon","SV05: Temporal Forces","Pidove","","133/162","Common","Near Mint","0.09","0.04","1.3200","0.0100","2","0","0.1500",""
"7806518","Pokemon","SV05: Temporal Forces","Pikachu","","051/162","Common","Near Mint","0.23","0.10","1.3200","0.0100","0","0","0.1500",""
"7805443","Pokemon","SV05: Temporal Forces","Pineco","","002/162","Common","Near Mint","0.06","0.01","1.3200","0.0100","1","0","0.1500",""
"7806283","Pokemon","SV05: Temporal Forces","Ponyta","","026/162","Common","Near Mint","0.09","0.04","1.3200","0.0100","1","0","0.1500",""
"7807038","Pokemon","SV05: Temporal Forces","Poochyena","","105/162","Common","Near Mint","0.11","0.04","1.3200","0.0100","0","0","0.1500",""
"7807043","Pokemon","SV05: Temporal Forces","Poochyena","","105/162","Common","Near Mint Reverse Holofoil","0.19","0.14","1.3500","0.0400","0","0","0.1500",""
"7806268","Pokemon","SV05: Temporal Forces","Rabsca","","024/162","Uncommon","Near Mint","0.13","0.10","1.3200","0.0100","0","0","0.1500",""
"7805728","Pokemon","SV05: Temporal Forces","Reboot Pod","","158/162","ACE SPEC Rare","Near Mint Holofoil","0.33","0.36","1.3900","0.0800","0","0","0.1500",""
"7806838","Pokemon","SV05: Temporal Forces","Relicanth - 084/162","","084/162","Rare","Near Mint Holofoil","0.15","0.13","1.3600","0.0500","0","0","0.1500",""
"7806258","Pokemon","SV05: Temporal Forces","Rellor","","023/162","Common","Near Mint","0.06","0.02","1.3200","0.0100","1","0","0.1500",""
"7805748","Pokemon","SV05: Temporal Forces","Rescue Board","","159/162","Uncommon","Near Mint","0.10","0.05","1.3200","0.0100","0","0","0.1500",""
"7806723","Pokemon","SV05: Temporal Forces","Reuniclus - 072/162","","072/162","Uncommon","Near Mint","0.12","0.07","1.3200","0.0100","0","0","0.1500",""
"7807073","Pokemon","SV05: Temporal Forces","Roaring Moon","","109/162","Rare","Near Mint Holofoil","0.16","0.10","1.3200","0.0100","0","0","0.1500",""
"7806893","Pokemon","SV05: Temporal Forces","Rockruff","","089/162","Common","Near Mint Reverse Holofoil","0.14","0.10","1.3500","0.0400","0","0","0.1500",""
"7805523","Pokemon","SV05: Temporal Forces","Roselia","","008/162","Common","Near Mint","0.11","0.07","1.3200","0.0100","0","0","0.1500",""
"7807058","Pokemon","SV05: Temporal Forces","Sableye","","107/162","Uncommon","Near Mint","0.08","0.03","1.3200","0.0100","1","0","0.1500",""
"7805768","Pokemon","SV05: Temporal Forces","Salvatore - 160/162","","160/162","Uncommon","Near Mint","0.09","","1.3200","0.0100","0","0","0.1500",""
"7806213","Pokemon","SV05: Temporal Forces","Sawsbuck - 017/162","","017/162","Uncommon","Near Mint","0.12","0.07","1.3200","0.0100","0","0","0.1500",""
"7806218","Pokemon","SV05: Temporal Forces","Sawsbuck - 017/162","","017/162","Uncommon","Near Mint Reverse Holofoil","0.17","0.13","1.3300","0.0200","0","0","0.1500",""
"7806773","Pokemon","SV05: Temporal Forces","Scream Tail","","077/162","Uncommon","Near Mint","0.09","0.05","1.3200","0.0100","0","0","0.1500",""
"7805453","Pokemon","SV05: Temporal Forces","Seedot","","003/162","Common","Near Mint","0.10","0.05","1.3200","0.0100","0","0","0.1500",""
"7806303","Pokemon","SV05: Temporal Forces","Slugma","","028/162","Common","Near Mint","0.10","0.03","1.3200","0.0100","0","0","0.1500",""
"7806403","Pokemon","SV05: Temporal Forces","Totodile","","039/162","Common","Near Mint","0.24","0.10","1.3700","0.0600","0","0","0.1500",""
"7806193","Pokemon","SV05: Temporal Forces","Turtwig","","010/162","Common","Near Mint","0.10","0.06","1.3300","0.0200","1","0","0.1500",""
"7806328","Pokemon","SV05: Temporal Forces","Victini","","030/162","Common","Near Mint Reverse Holofoil","0.23","0.10","1.3700","0.0600","0","0","0.1500",""
"7911531","Pokemon","SV06: Twilight Masquerade","Boomerang Energy","","166/167","Uncommon","Near Mint","0.11","0.08","1.3200","0.0100","1","0","0.1500",""
"7910331","Pokemon","SV06: Twilight Masquerade","Chandelure","","038/167","Rare","Near Mint Holofoil","0.11","0.06","1.3200","0.0100","0","0","0.1500",""
"7910341","Pokemon","SV06: Twilight Masquerade","Chi-Yu","","039/167","Uncommon","Near Mint","0.16","0.07","1.3200","0.0100","0","0","0.1500",""
"7910706","Pokemon","SV06: Twilight Masquerade","Clefairy","","078/167","Common","Near Mint","0.11","0.07","1.3200","0.0100","1","0","0.1500",""
"7911356","Pokemon","SV06: Twilight Masquerade","Community Center","","146/167","Uncommon","Near Mint","0.05","0.02","1.3200","0.0100","0","0","0.1500",""
"7911361","Pokemon","SV06: Twilight Masquerade","Community Center","","146/167","Uncommon","Near Mint Reverse Holofoil","0.20","0.16","1.3500","0.0400","0","0","0.1500",""
"7910146","Pokemon","SV06: Twilight Masquerade","Dipplin - 018/167","","018/167","Uncommon","Near Mint","0.09","0.06","1.3200","0.0100","1","0","0.1500",""
"7911181","Pokemon","SV06: Twilight Masquerade","Dipplin - 127/167","","127/167","Uncommon","Near Mint","0.08","0.03","1.3200","0.0100","1","0","0.1500",""
"7911406","Pokemon","SV06: Twilight Masquerade","Hassel - 151/167","","151/167","Uncommon","Near Mint","0.12","0.03","1.3200","0.0100","0","0","0.1500",""
"7910986","Pokemon","SV06: Twilight Masquerade","Hawlucha","","107/167","Common","Near Mint","0.10","0.07","1.3200","0.0100","1","0","0.1500",""
"7910911","Pokemon","SV06: Twilight Masquerade","Hisuian Growlithe - 099/167","","099/167","Common","Near Mint","0.10","0.05","1.3200","0.0100","0","0","0.1500",""
"7911421","Pokemon","SV06: Twilight Masquerade","Jamming Tower","","153/167","Uncommon","Near Mint","0.16","","1.3200","0.0100","0","0","0.1500",""
"7911426","Pokemon","SV06: Twilight Masquerade","Jamming Tower","","153/167","Uncommon","Near Mint Reverse Holofoil","0.45","0.31","1.5100","0.2000","0","0","0.1500",""
"7911051","Pokemon","SV06: Twilight Masquerade","Mightyena","","114/167","Uncommon","Near Mint","0.10","0.06","1.3200","0.0100","0","0","0.1500",""
"7911671","Pokemon","SV06: Twilight Masquerade","Palafin ex - 193/167","","193/167","Ultra Rare","Near Mint Holofoil","1.59","3.99","2.0300","0.7200","0","0","0.7200",""
"7910356","Pokemon","SV06: Twilight Masquerade","Poliwag","","041/167","Common","Near Mint","0.14","0.02","1.3200","0.0100","0","0","0.1500",""
